mep_identifier	mep_honorific_prefix	mep_given_name	mep_family_name	mep_official_given_name	mep_official_family_name	mep_gender	mep_citizenship	mep_place_of_birth	mep_birthday	mep_death_date	mep_image	mep_email	mep_homepage	mep_twitter	mep_facebook_page	mep_facebook_profile	mep_country_of_representation	mep_political_group	mep_instagram	mep_URI	mep_polgroup	mep_polgrupo_sig
112744	Mr	Tonino	Picula			male	Croacia	Mali Lo�inj	1961-08-31^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/112744.jpg	mailto:tonino.picula@europarl.europa.eu	http://toninopicula.com/	https://twitter.com/TPicula	https://www.facebook.com/PiculaTonino/		Croacia	Grupo de la Alianza Progresista de Socialistas y Dem�cratas	https://www.instagram.com/tonino_picula/	https://data.europarl.europa.eu/person/112744	Koalicija SDP	SDP
124850	Mr	Emil	Radev	????	?????	male	Bulgaria	Varna	1971-05-26^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/124850.jpg	mailto:emil.radev@europarl.europa.eu		https://twitter.com/emil_radev			Bulgaria	Grupo del Partido Popular Europeo		https://data.europarl.europa.eu/person/124850	Coalition Grazhdani za evropeysko razvitie na Balgariya	GERB - SDS/???? - ???
124807	Mr	Jens	Gieseke			male	Alemania	Lingen	1971-05-18^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/124807.jpg	mailto:jens.gieseke@europarl.europa.eu	https://jens-gieseke.de/		https://www.facebook.com/gieseke.europa		Alemania	Grupo del Partido Popular Europeo	https://www.instagram.com/jens.gieseke/	https://data.europarl.europa.eu/person/124807	Christlich Demokratische Union Deutschlands	CDU
124867	Mr	Brando	Benifei			male	Italia	La Spezia	1986-01-01^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/124867.jpg	mailto:brando.benifei@europarl.europa.eu	http://www.brandobenifei.it/	https://twitter.com/brandobenifei		https://www.facebook.com/benifeibrando	Italia	Grupo de la Alianza Progresista de Socialistas y Dem�cratas	https://www.instagram.com/brandobenifei	https://data.europarl.europa.eu/person/124867		
124691	Mr	Costas	Mavrides	??????	????????	male	Chipre	Kato Dhikomo	1962-05-27^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/124691.jpg	mailto:costas.mavrides@europarl.europa.eu		https://twitter.com/MavridesCostas	https://facebook.com/cmavrides/		Chipre	Grupo de la Alianza Progresista de Socialistas y Dem�cratas	https://www.instagram.com/costas_mavrides/?igsh=bGRoY3hpeXo5cTBr&utm_source=qr	https://data.europarl.europa.eu/person/124691	Dimokratik� K�mma	DIKO
124828	Mr	Fulvio	Martusciello			male	Italia	Napoli	1968-05-25^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/124828.jpg	mailto:fulvio.martusciello@europarl.europa.eu	http://www.fulviomartusciello.com/	https://twitter.com/fulviomartuscie	https://www.facebook.com/MartuscielloFulvio		Italia	Grupo del Partido Popular Europeo		https://data.europarl.europa.eu/person/124828		
125670	Mr	Massimiliano	Salini			male	Italia	Soresina (CR)	1973-03-11^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/125670.jpg	mailto:massimiliano.salini@europarl.europa.eu	http://www.massimilianosalini.it/	https://twitter.com/MaxSalini	https://www.facebook.com/massimilianosalini.it		Italia	Grupo del Partido Popular Europeo	https://www.instagram.com/massimilianosalini	https://data.europarl.europa.eu/person/125670		
125065	Ms	Elissavet	Vozemberg-Vrionidi	?????????	??????????-????????	female	Grecia	Athina	1956-09-14^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/125065.jpg	mailto:elissavet.vozemberg@europarl.europa.eu	http://www.vozemberg.gr/	https://twitter.com/vozemberg	https://www.facebook.com/vozemberg		Grecia	Grupo del Partido Popular Europeo	https://www.instagram.com/vozemberg	https://data.europarl.europa.eu/person/125065	N�a Dimokrat�a	ND
125068	Mr	Emmanouil	Kefalogiannis	?????????	?????????????	male	Grecia	Iraklio Kritis			https://www.europarl.europa.eu/mepphoto/125068.jpg	mailto:emmanouil.kefalogiannis@europarl.europa.eu	http://www.kefalogiannis.gr/	https://twitter.com/M_Kefalogiannis	https://www.facebook.com/Kefalogiannis.Man/		Grecia	Grupo del Partido Popular Europeo	https://www.instagram.com/kefalogiannis_manolis/	https://data.europarl.europa.eu/person/125068	N�a Dimokrat�a	ND
131580	Mr	Jordan	Bardella			male	Francia	Drancy	1995-09-13^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/131580.jpg	mailto:jordan.bardella@europarl.europa.eu		https://twitter.com/J_Bardella		https://www.facebook.com/JordanBardella/	Francia	Grupo Patriotas por Europa	https://www.instagram.com/jordanbardella/	https://data.europarl.europa.eu/person/131580	Rassemblement National	RN
124799	Ms	Alessandra	Moretti			female	Italia	Vicenza			https://www.europarl.europa.eu/mepphoto/124799.jpg	mailto:alessandra.moretti@europarl.europa.eu	https://alessandramoretti.eu/	https://twitter.com/ale_moretti		https://www.facebook.com/alessandramorettiPD	Italia	Grupo de la Alianza Progresista de Socialistas y Dem�cratas		https://data.europarl.europa.eu/person/124799		
124836	Ms	Maria	Noichl			female	Alemania	Rosenheim	1967-01-09^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/124836.jpg	mailto:maria.noichl@europarl.europa.eu	http://maria-noichl.eu/	https://x.com/MariaNoichl		https://www.facebook.com/noichl.eu	Alemania	Grupo de la Alianza Progresista de Socialistas y Dem�cratas	https://www.instagram.com/mnoichlmdep/?hl=de	https://data.europarl.europa.eu/person/124836	Sozialdemokratische Partei Deutschlands	SPD
123562	Mr	Charlie	Weimers			male	Suecia	HAMMAR�	1982-11-12^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/123562.jpg	mailto:charlie.weimers@europarl.europa.eu		https://twitter.com/weimers	https://www.facebook.com/charlie.weimers		Suecia	Grupo de los Conservadores y Reformistas Europeos	https://www.instagram.com/weimers/	https://data.europarl.europa.eu/person/123562		
197395	Ms	Alice	Kuhnke			female	Suecia	Malm�	1971-12-21^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197395.jpg	mailto:alice.kuhnke@europarl.europa.eu					Suecia	Grupo de Los Verdes/Alianza Libre Europea	https://www.instagram.com/alicebahkuhnke/	https://data.europarl.europa.eu/person/197395		
197398	Mr	P�r	Holmgren			male	Suecia	G�vle	1964-10-24^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197398.jpg	mailto:par.holmgren@europarl.europa.eu		https://twitter.com/parholmgren	https://www.facebook.com/parholmgrenmp		Suecia	Grupo de Los Verdes/Alianza Libre Europea		https://data.europarl.europa.eu/person/197398		
124766	Mr	Petras	Au�trevi?ius			male	Lituania	Vilnius	1963-05-16^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/124766.jpg	mailto:petras.austrevicius@europarl.europa.eu	http://www.austrevicius.lt	https://twitter.com/petras_petras	https://www.facebook.com/PetroAustreviciausbiuras		Lituania	Grupo Renovar Europa	https://www.instagram.com/austreviciuspetras/	https://data.europarl.europa.eu/person/124766		
125042	Mr	Javi	L�pez			male	Espa�a	Madrid	1985-11-11^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/125042.jpg	mailto:javi.lopez@europarl.europa.eu	http://javilopez.eu/	https://twitter.com/javilopezEU		https://www.facebook.com/javi.lopez.fer	Espa�a	Grupo de la Alianza Progresista de Socialistas y Dem�cratas	https://www.instagram.com/javilopezeu/	https://data.europarl.europa.eu/person/125042	Partido Socialista Obrero Espa�ol	PSOE
190517	Mr	Martin	Schirdewan			male	Alemania	Berlin			https://www.europarl.europa.eu/mepphoto/190517.jpg	mailto:martin.schirdewan@europarl.europa.eu	https://www.martin-schirdewan.eu/				Alemania	La Izquierda en el Parlamento Europeo-GUE/NGL		https://data.europarl.europa.eu/person/190517	Die Linke	Die Linke
193292	Ms	Tilly	Metz			female	Luxemburgo	Luxembourg	1967-05-26^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/193292.jpg	mailto:tilly.metz@europarl.europa.eu	https://tillymetz.lu/	https://twitter.com/MetzTilly	https://www.facebook.com/TillyMetzMEP/		Luxemburgo	Grupo de Los Verdes/Alianza Libre Europea	https://www.instagram.com/metztilly/	https://data.europarl.europa.eu/person/193292		
125001	Mr	Harald	Vilimsky			male	Austria	Wien	1966-07-22^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/125001.jpg	mailto:harald.vilimsky@europarl.europa.eu	https://www.fpoe.eu/	https://x.com/vilimsky	https://www.facebook.com/Vilimsky.Harald		Austria	Grupo Patriotas por Europa	https://www.instagram.com/haraldvilimsky/?igsh=MXNjamNxdWxrcDFuag%3D%3D&utm_source=qr	https://data.europarl.europa.eu/person/125001	Freiheitliche Partei �sterreichs	FP�
189065	Ms	France	Jamet			female	Francia	Paris	1961-02-05^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/189065.jpg	mailto:france.jamet@europarl.europa.eu	https://francejamet.com/	https://twitter.com/francejamet	https://www.facebook.com/JametFrance/		Francia	Grupo Patriotas por Europa		https://data.europarl.europa.eu/person/189065	Rassemblement National	RN
185341	Ms	�eljana	Zovko			female	Croacia	Mostar			https://www.europarl.europa.eu/mepphoto/185341.jpg	mailto:zeljana.zovko@europarl.europa.eu	http://www.zeljanazovko.eu/	https://twitter.com/ZovkoEU	https://www.facebook.com/zeljanazovko.eu		Croacia	Grupo del Partido Popular Europeo	https://www.instagram.com/zovko.zeljana/	https://data.europarl.europa.eu/person/185341	Hrvatska demokratska zajednica	HDZ
125012	Mr	Daniel	Buda			male	Ruman�a	Com. Rom�na?i	1970-01-11^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/125012.jpg	mailto:daniel.buda@europarl.europa.eu	http://www.danielbuda.ro/ro/primapagina/	https://twitter.com/MEPDanielBuda	https://www.facebook.com/MEPDanielBuda/		Ruman�a	Grupo del Partido Popular Europeo	https://www.instagram.com/danielbuda.eu/	https://data.europarl.europa.eu/person/125012		
191693	Ms	Elsi	Katainen			female	Finlandia	Haapaj�rvi	1966-12-17^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/191693.jpg	mailto:elsi.katainen@europarl.europa.eu	http://www.elsikatainen.fi	https://www.twitter.com/elsikatainen		https://www.facebook.com/ekatainen	Finlandia	Grupo Renovar Europa	https://www.instagram.com/elsikatainen	https://data.europarl.europa.eu/person/191693	Suomen Keskusta	SK
125093	Mr	Kostas	Papadakis	??????	?????????	male	Grecia	Athina	1975-04-18^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/125093.jpg	mailto:kostas.papadakis@europarl.europa.eu					Grecia	Miembro no adscrito		https://data.europarl.europa.eu/person/125093	Kommounistik� K�mma Ell�das	KKE
128483	Mr	Markus	Buchheit			male	Alemania	Zweibr�cken			https://www.europarl.europa.eu/mepphoto/128483.jpg	mailto:markus.buchheit@europarl.europa.eu					Alemania	Grupo Europa de las Naciones Soberanas		https://data.europarl.europa.eu/person/128483	Alternative f�r Deutschland	AfD
124895	Mr	Krzysztof	Hetman			male	Polonia	Lublin			https://www.europarl.europa.eu/mepphoto/124895.jpg	mailto:krzysztof.hetman@europarl.europa.eu		https://x.com/Hetman_K			Polonia	Grupo del Partido Popular Europeo		https://data.europarl.europa.eu/person/124895		
190713	Mr	Lukas	Mandl			male	Austria	Wien	1979-07-12^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/190713.jpg	mailto:lukas.mandl@europarl.europa.eu	http://www.lukasmandl.eu/	https://twitter.com/lukasmandl	https://www.facebook.com/lukasmandl.eu		Austria	Grupo del Partido Popular Europeo	https://www.instagram.com/lukasmandl/	https://data.europarl.europa.eu/person/190713	�sterreichische Volkspartei	�VP
197404	Ms	Jessica	Polfj�rd			female	Suecia	Seoul	1971-05-27^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197404.jpg	mailto:jessica.polfjard@europarl.europa.eu		https://twitter.com/jessicapolfjard			Suecia	Grupo del Partido Popular Europeo	https://www.instagram.com/polfjard/	https://data.europarl.europa.eu/person/197404		
124893	Mr	Bogdan Andrzej	Zdrojewski			male	Polonia	K?odzko	1957-05-18^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/124893.jpg	mailto:bogdan.zdrojewski@europarl.europa.eu	http://www.zdrojewski.info	https://x.com/BZdrojewski			Polonia	Grupo del Partido Popular Europeo	https://www.instagram.com/bogdan_zdrojewski/	https://data.europarl.europa.eu/person/124893		
124736	Ms	Merja	Kyll�nen			female	Finlandia	Suomussalmi	1977-01-25^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/124736.jpg	mailto:merja.kyllonen@europarl.europa.eu					Finlandia	La Izquierda en el Parlamento Europeo-GUE/NGL		https://data.europarl.europa.eu/person/124736	Vasemmistoliitto	V
124858	Mr	Fabio	De Masi			male	Alemania	Gro�-Gerau	1980-03-07^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/124858.jpg	mailto:fabio.demasi@europarl.europa.eu	https://www.fabio-de-masi.de/	https://twitter.com/Fabiodemasi	https://www.facebook.com/fabio.d.masi		Alemania	Miembro no adscrito	https://www.instagram.com/fabio.d.masi/	https://data.europarl.europa.eu/person/124858	B�ndnis Sahra Wagenknecht - Vernunft und Gerechtigkeit	BSW
124813	Mr	Dario	Tamburrano			male	Italia	Roma	1969-08-27^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/124813.jpg	mailto:dario.tamburrano@europarl.europa.eu					Italia	La Izquierda en el Parlamento Europeo-GUE/NGL		https://data.europarl.europa.eu/person/124813		
124834	Mr	Martin	Sonneborn			male	Alemania	G�ttingen			https://www.europarl.europa.eu/mepphoto/124834.jpg	mailto:martin.sonneborn@europarl.europa.eu	https://martinsonneborn.de	https://twitter.com/MartinSonneborn	https://www.facebook.com/Martin-Sonneborn-178442508884215		Alemania	Miembro no adscrito	https://www.instagram.com/martinhsonneborn/?hl=de	https://data.europarl.europa.eu/person/124834	Die Partei	
119435	Mr	Davor Ivo	Stier			male	Croacia	Buenos Aires	1972-01-06^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/119435.jpg	mailto:davorivo.stier@europarl.europa.eu					Croacia	Grupo del Partido Popular Europeo	https://www.instagram.com/davor_ivo_stier/	https://data.europarl.europa.eu/person/119435	Hrvatska demokratska zajednica	HDZ
125052	Mr	Juan Carlos	Girauta Vidal			male	Espa�a	Barcelona	1961-03-12^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/125052.jpg	mailto:juancarlos.girautavidal@europarl.europa.eu					Espa�a	Grupo Patriotas por Europa		https://data.europarl.europa.eu/person/125052	Vox	Vox
124875	Mr	Anders	Vistisen			male	Dinamarca	Viborg	1987-11-12^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/124875.jpg	mailto:anders.vistisen@europarl.europa.eu	https://andersvistisen.dk/	https://twitter.com/andersvistisen	https://www.facebook.com/AndersVistisenDF		Dinamarca	Grupo Patriotas por Europa	https://www.instagram.com/avistisen	https://data.europarl.europa.eu/person/124875	Dansk Folkeparti	DF
112747	Ms	Romana	Jerkovi?			female	Croacia	Split	1964-11-28^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/112747.jpg	mailto:romana.jerkovic@europarl.europa.eu		https://twitter.com/JerkovicRomana	https://www.facebook.com/JerkovicRomana		Croacia	Grupo de la Alianza Progresista de Socialistas y Dem�cratas	https://www.instagram.com/romanajerkovicmep/	https://data.europarl.europa.eu/person/112747	Koalicija SDP	SDP
125204	Mr	Borja	Gim�nez Larraz			male	Espa�a				https://www.europarl.europa.eu/mepphoto/125204.jpg	mailto:borja.gimenezlarraz@europarl.europa.eu		https://x.com/borjagimenezl			Espa�a	Grupo del Partido Popular Europeo	https://www.instagram.com/borja_gimenezlarraz/	https://data.europarl.europa.eu/person/125204	Partido Popular	PP
119652	Mr	Vytenis Povilas	Andriukaitis			male	Lituania		1951-08-09^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/119652.jpg	mailto:vytenis.andriukaitis@europarl.europa.eu					Lituania	Grupo de la Alianza Progresista de Socialistas y Dem�cratas		https://data.europarl.europa.eu/person/119652		
188096	Mr	J�ri	Ratas			male	Estonia	Tallinn	1978-07-02^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/188096.jpg	mailto:juri.ratas@europarl.europa.eu		https://x.com/ratasjuri	https://www.facebook.com/ratasjuri		Estonia	Grupo del Partido Popular Europeo	https://www.instagram.com/ratasjuri/	https://data.europarl.europa.eu/person/188096	Isamaa Erakond	IE
192254	Ms	Marieke	Ehlers			female	Pa�ses Bajos				https://www.europarl.europa.eu/mepphoto/192254.jpg	mailto:marieke.ehlers@europarl.europa.eu					Pa�ses Bajos	Grupo Patriotas por Europa		https://data.europarl.europa.eu/person/192254		
126699	Mr	Gilles	Pennelle			male	Francia	DIEPPE	1962-07-20^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/126699.jpg	mailto:gilles.pennelle@europarl.europa.eu					Francia	Grupo Patriotas por Europa		https://data.europarl.europa.eu/person/126699	Rassemblement National	RN
127766	Mr	Jussi	Saramo			male	Finlandia	Porvoo			https://www.europarl.europa.eu/mepphoto/127766.jpg	mailto:jussi.saramo@europarl.europa.eu	https://www.saramo.net/	https://x.com/jussisaramo	https://www.facebook.com/jsaramo/		Finlandia	La Izquierda en el Parlamento Europeo-GUE/NGL	https://www.instagram.com/jussisaramo/	https://data.europarl.europa.eu/person/127766	Vasemmistoliitto	V
125325	Mr	Sander	Smit			male	Pa�ses Bajos		1985-07-29^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/125325.jpg	mailto:sander.smit@europarl.europa.eu		https://x.com/sandersmitwzn			Pa�ses Bajos	Grupo del Partido Popular Europeo	https://www.instagram.com/sandersmitwzn/	https://data.europarl.europa.eu/person/125325		
113523	Mr	Peter	Agius			male	Malta	St. Julians	1979-04-09^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/113523.jpg	mailto:peter.agius@europarl.europa.eu		https://x.com/peteragius_eu	https://www.facebook.com/PeterAgiusMalta/		Malta	Grupo del Partido Popular Europeo	https://www.instagram.com/peteragius/	https://data.europarl.europa.eu/person/113523		
197502	Ms	Marie-Pierre	Vedrenne			female	Francia	Limoges	1982-12-13^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197502.jpg						Francia	Grupo Renovar Europa		https://data.europarl.europa.eu/person/197502	Modem	M
197481	Mr	Maximilian	Krah			male	Alemania	Dresden	1977-01-28^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197481.jpg						Alemania	Miembro no adscrito		https://data.europarl.europa.eu/person/197481	Alternative f�r Deutschland	AfD
197526	Mr	Martin	Hlav�?ek			male	Rep�blica Checa	Poli?ka			https://www.europarl.europa.eu/mepphoto/197526.jpg						Rep�blica Checa	Grupo Patriotas por Europa		https://data.europarl.europa.eu/person/197526		
197441	Mr	Predrag Fred	Mati?			male	Croacia	Pozega	1962-06-02^^http://www.w3.org/2001/XMLSchema#date	2024-08-23^^http://www.w3.org/2001/XMLSchema#date	https://www.europarl.europa.eu/mepphoto/197441.jpg						Croacia	Grupo de la Alianza Progresista de Socialistas y Dem�cratas		https://data.europarl.europa.eu/person/197441	Koalicija SDP	SDP
197577	Mr	Gilles	Boyer			male	Francia	Paris			https://www.europarl.europa.eu/mepphoto/197577.jpg	mailto:gilles.boyer@europarl.europa.eu		https://twitter.com/gillesboyer			Francia	Grupo Renovar Europa		https://data.europarl.europa.eu/person/197577	Horizons	H
197553	Ms	Beata	Szyd?o			female	Polonia	Oswiecim	1963-04-15^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197553.jpg	mailto:beata.szydlo@europarl.europa.eu		https://twitter.com/BeataSzydlo	https://facebook.com/BeataSzydlo		Polonia	Grupo de los Conservadores y Reformistas Europeos	https://instagram.com/szydlo.beata	https://data.europarl.europa.eu/person/197553		
197425	Mr	Ralf	Seekatz			male	Alemania	DERNBACH			https://www.europarl.europa.eu/mepphoto/197425.jpg	mailto:ralf.seekatz@europarl.europa.eu	http://www.ralf-seekatz.eu/		https://www.facebook.com/ralf.seekatz		Alemania	Grupo del Partido Popular Europeo	https://www.instagram.com/ralfseekatz_mdep/	https://data.europarl.europa.eu/person/197425	Christlich Demokratische Union Deutschlands	CDU
197624	Mr	Ivars	Ijabs			male	Letonia	Riga	1972-11-17^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197624.jpg	mailto:ivars.ijabs@europarl.europa.eu		https://twitter.com/ijabs		https://www.facebook.com/ijabs.ivars/	Letonia	Grupo Renovar Europa		https://data.europarl.europa.eu/person/197624		
197504	Mr	J�r�my	Decerle			male	Francia	Saint-Remy	1984-07-01^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197504.jpg	mailto:jeremy.decerle@europarl.europa.eu					Francia	Grupo Renovar Europa		https://data.europarl.europa.eu/person/197504	Renaissance	R
197516	Mr	Patryk	Jaki			male	Polonia	Opole	1985-05-11^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197516.jpg	mailto:patryktomasz.jaki@europarl.europa.eu	https://www.jaki.pl				Polonia	Grupo de los Conservadores y Reformistas Europeos		https://data.europarl.europa.eu/person/197516		
197679	Ms	Isabel	Benjumea Benjumea			female	Espa�a	Madrid	1982-09-05^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197679.jpg	mailto:isabel.benjumea@europarl.europa.eu		https://twitter.com/IsabelBenjumea			Espa�a	Grupo del Partido Popular Europeo	https://www.instagram.com/ibenjumeab/	https://data.europarl.europa.eu/person/197679	Partido Popular	PP
197556	Mr	Ivan	David			male	Rep�blica Checa	Praha	1952-09-24^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197556.jpg	mailto:ivan.david@europarl.europa.eu					Rep�blica Checa	Grupo Europa de las Naciones Soberanas		https://data.europarl.europa.eu/person/197556		
197653	Mr	Claudiu	Manda			male	Ruman�a	Craiova	1975-12-20^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197653.jpg	mailto:iulian-claudiu.manda@europarl.europa.eu					Ruman�a	Grupo de la Alianza Progresista de Socialistas y Dem�cratas		https://data.europarl.europa.eu/person/197653		
197549	Ms	Mark�ta	Gregorov�			female	Rep�blica Checa	Most	1993-01-14^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197549.jpg	mailto:marketa.gregorova@europarl.europa.eu	"https://gregorova.eu; https://bsky.app/profile/marketkag.bsky.social"	http://twitter.com/MarketkaG			Rep�blica Checa	Grupo de Los Verdes/Alianza Libre Europea	http://instagram.com/ruzovarebelka	https://data.europarl.europa.eu/person/197549		
197460	Mr	Sergey	Lagodinsky			male	Alemania	Astrakhan	1975-12-01^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197460.jpg	mailto:sergey.lagodinsky@europarl.europa.eu	https://lagodinsky.de/	https://twitter.com/slagodinsky		https://www.facebook.com/slagodinsky/	Alemania	Grupo de Los Verdes/Alianza Libre Europea	https://www.instagram.com/slagodinsky/	https://data.europarl.europa.eu/person/197460	B�ndnis 90/Die Gr�nen	Gr�ne
197430	Mr	Engin	Eroglu			male	Alemania	Schwalmstadt			https://www.europarl.europa.eu/mepphoto/197430.jpg	mailto:engin.eroglu@europarl.europa.eu		https://twitter.com/engineroglu_fw	https://www.facebook.com/EnginEroglu.FREIEWAEHLER/		Alemania	Grupo Renovar Europa	https://www.instagram.com/engin_eroglu_/	https://data.europarl.europa.eu/person/197430	Freie W�hler	Freie W�hler
197579	Ms	Kl�ra	Dobrev			female	Hungr�a	Sofia	1972-02-02^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197579.jpg	mailto:klara.dobrev@europarl.europa.eu				https://www.facebook.com/dobrevklara/	Hungr�a	Grupo de la Alianza Progresista de Socialistas y Dem�cratas		https://data.europarl.europa.eu/person/197579	Demokratikus Koal�ci�, Magyar Szocialista P�rt, P�rbesz�d-Z�ldek	DK-MSZP-P
197433	Ms	Katarina	Barley			female	Alemania	K�ln	1968-11-19^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197433.jpg	mailto:katarina.barley@europarl.europa.eu		https://twitter.com/KATARINABARLEY	https://www.facebook.com/katarina.barley/		Alemania	Grupo de la Alianza Progresista de Socialistas y Dem�cratas	https://www.instagram.com/katarina.barley/	https://data.europarl.europa.eu/person/197433	Sozialdemokratische Partei Deutschlands	SPD
197503	Mr	David	Cormand			male	Francia	Mont Saint Aignan	1974-11-30^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197503.jpg	mailto:david.cormand@europarl.europa.eu	https://www.davidcormand.fr/	https://twitter.com/DavidCormand		https://www.facebook.com/david.cormand	Francia	Grupo de Los Verdes/Alianza Libre Europea		https://data.europarl.europa.eu/person/197503	Les �cologistes	EELV
197440	Ms	Delara	Burkhardt			female	Alemania	Hamburg	1992-11-03^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197440.jpg	mailto:delara.burkhardt@europarl.europa.eu		https://twitter.com/delarabur	https://www.facebook.com/delarabur		Alemania	Grupo de la Alianza Progresista de Socialistas y Dem�cratas	https://www.instagram.com/delarabur	https://data.europarl.europa.eu/person/197440	Sozialdemokratische Partei Deutschlands	SPD
197432	Mr	Jan-Christoph	Oetjen			male	Alemania	Rotenburg	1978-02-21^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197432.jpg	mailto:jan-christoph.oetjen@europarl.europa.eu	https://www.jcoetjen.de	https://twitter.com/jcoetjen	https://www.facebook.com/Oetjen.Jan.Christoph/		Alemania	Grupo Renovar Europa		https://data.europarl.europa.eu/person/197432	Freien Demokraten	FDP
197545	Mr	Bogdan	Rzo?ca			male	Polonia	Zarzecze	1961-02-01^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197545.jpg	mailto:bogdan.rzonca@europarl.europa.eu		https://twitter.com/bogdan_rzonca		https://www.facebook.com/BogdanRzonca	Polonia	Grupo de los Conservadores y Reformistas Europeos		https://data.europarl.europa.eu/person/197545		
197497	Mr	Sven	Mikser			male	Estonia	Tartu	1973-11-08^^http://www.w3.org/2001/XMLSchema#date		https://www.europarl.europa.eu/mepphoto/197497.jpg	mailto:sven.mikser@europarl.europa.eu					Estonia	Grupo de la Alianza Progresista de Socialistas y Dem�cratas		https://data.europarl.europa.eu/person/197497	Sotsiaaldemokraatlik Erakond	SDE
