mep_identifier,mep_honorific_prefix,mep_given_name,mep_family_name,mep_official_given_name,mep_official_family_name,mep_gender,mep_citizenship,mep_place_of_birth,mep_birthday,mep_death_date,mep_image,mep_email,mep_homepage,mep_twitter,mep_facebook_page,mep_facebook_profile,mep_country_of_representation,mep_political_group,mep_instagram,mep_URI
124785,Ms,Maria,Grapini,,,female,Romania,Berești - Galați,1954-11-07^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124785.jpg,mailto:maria.grapini@europarl.europa.eu,,https://twitter.com/mariagrapini?lang=fr,https://www.facebook.com/MariaGrapini,,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://data.europarl.europa.eu/person/124785
190464,Mr,Thomas,Waitz,,,male,Austria,Vienna,1973-05-16^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/190464.jpg,mailto:thomas.waitz@europarl.europa.eu,https://thomaswaitz.eu/; https://mastodon.social/@thomas_waitz,https://twitter.com/thomaswaitz,https://www.facebook.com/thomas.waitz.europa/,,Austria,Group of the Greens/European Free Alliance,https://www.instagram.com/thomas_waitz/,https://data.europarl.europa.eu/person/190464
197402,Mr,Tomas,Tobé,,,male,Sweden,Gavle,1978-02-16^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197402.jpg,mailto:tomas.tobe@europarl.europa.eu,,https://twitter.com/tomastobe,https://www.facebook.com/TomasGTobe,,Sweden,Group of the European People's Party (Christian Democrats),https://www.instagram.com/tomastobe/,https://data.europarl.europa.eu/person/197402
129073,Mr,Urmas,Paet,,,male,Estonia,Tallinn,1974-04-20^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/129073.jpg,mailto:urmas.paet@europarl.europa.eu,http://urmaspaet.eu/,https://twitter.com/urmaspaet,,https://www.facebook.com/urmaspaet1/,Estonia,Renew Europe Group,,https://data.europarl.europa.eu/person/129073
124701,Mr,Luděk,Niedermayer,,,male,Czechia,Brno,1966-03-13^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124701.jpg,mailto:ludek.niedermayer@europarl.europa.eu,https://www.niedermayer.cz/,https://twitter.com/LudekNie,https://www.facebook.com/Niedermayer.Ludek,,Czechia,Group of the European People's Party (Christian Democrats),https://www.instagram.com/ludekniedermayer/,https://data.europarl.europa.eu/person/124701
124866,Mr,Ilhan,Kyuchyuk,Илхан,Кючюк,male,Bulgaria,Sevlievo,1985-09-16^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124866.jpg,mailto:ilhan.kyuchyuk@europarl.europa.eu,https://ilhankyuchyuk.eu/,https://twitter.com/ilhankyuchyuk,,https://www.facebook.com/ilhan.kyuchyuk.eu/,Bulgaria,Renew Europe Group,,https://data.europarl.europa.eu/person/124866
124808,Mr,Norbert,Lins,,,male,Germany,Ravensburg,1977-12-22^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124808.jpg,mailto:norbert.lins@europarl.europa.eu,http://www.norbert-lins.de/,https://x.com/norbertlins; https://twitter.com/linsnorbert/,https://www.facebook.com/Norbert.Lins.EU,,Germany,Group of the European People's Party (Christian Democrats),https://www.instagram.com/norbertlins.mdep/,https://data.europarl.europa.eu/person/124808
197392,Ms,Evin,Incir,,,female,Sweden,Diyarbakir,1984-06-15^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197392.jpg,mailto:evin.incir@europarl.europa.eu,,,https://www.facebook.com/EvinIncir/?locale=sv_SE,,Sweden,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/evinincir/,https://data.europarl.europa.eu/person/197392
187917,Mr,Marc,Botenga,,,male,Belgium,Bruxelles,1980-12-29^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/187917.jpg,mailto:marcjohan.botenga@europarl.europa.eu,,https://www.twitter.com/botengam,https://www.facebook.com/botengam,,Belgium,The Left group in the European Parliament - GUE/NGL,https://www.instagram.com/marcbotenga/,https://data.europarl.europa.eu/person/187917
125023,Ms,Anja,Hazekamp,,,female,Netherlands,Vlagtwedde,1968-01-21^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/125023.jpg,mailto:anja.hazekamp@europarl.europa.eu,https://europa.partijvoordedieren.nl,https://twitter.com/anjahazekamp,,https://www.facebook.com/anja.hazekamp,Netherlands,The Left group in the European Parliament - GUE/NGL,https://www.instagram.com/anja_hazekamp/,https://data.europarl.europa.eu/person/125023
124802,Mr,Siegfried,Mureşan,,,male,Romania,Hunedoara,1981-09-20^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124802.jpg,mailto:siegfried.muresan@europarl.europa.eu,http://www.siegfriedmuresan.eu/,https://twitter.com/SMuresan,https://www.facebook.com/SiegfriedMEP,https://www.facebook.com/siegfried.muresan,Romania,Group of the European People's Party (Christian Democrats),https://www.instagram.com/siegfriedmuresan,https://data.europarl.europa.eu/person/124802
197406,Ms,Arba,Kokalari,,,female,Sweden,,1986-11-27^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197406.jpg,mailto:arba.kokalari@europarl.europa.eu,https://www.arbakokalari.eu/,https://twitter.com/arbakokalari,https://www.facebook.com/ArbaKokalari/,,Sweden,Group of the European People's Party (Christian Democrats),https://www.instagram.com/arbakokalari/,https://data.europarl.europa.eu/person/197406
185619,Mr,Tiemo,Wölken,,,male,Germany,Otterndorf,1985-12-05^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/185619.jpg,mailto:tiemo.woelken@europarl.europa.eu,https://www.twitch.tv/woelken; http://www.tiemo-woelken.de/,https://twitter.com/woelken,https://www.facebook.com/twoelken,,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/woelken,https://data.europarl.europa.eu/person/185619
188945,Mr,Dennis,Radtke,,,male,Germany,Bochum,1979-04-29^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/188945.jpg,mailto:dennis.radtke@europarl.europa.eu,http://www.dennis-radtke.eu,https://twitter.com/RadtkeMdEP,https://www.facebook.com/DennisRadtkeMdEP/,,Germany,Group of the European People's Party (Christian Democrats),https://www.instagram.com/dennisradtkemdep/,https://data.europarl.europa.eu/person/188945
197400,Ms,Abir,Al-Sahlani,,,female,Sweden,Basra,1976-05-18^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197400.jpg,mailto:abir.alsahlani@europarl.europa.eu,https://www.centerpartiet.se/vart-parti/vara-politiker/europaparlamentariker/abir-al-sahlani,https://twitter.com/abiralsahlani,https://www.facebook.com/abiribryssel/,https://www.facebook.com/abirtillbryssel/,Sweden,Renew Europe Group,https://www.instagram.com/abiralsahlani/,https://data.europarl.europa.eu/person/197400
197408,Ms,Hildegard,Bentele,,,female,Germany,Ludwigsburg,1976-05-22^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197408.jpg,mailto:hildegard.bentele@europarl.europa.eu,https://www.hildegard-bentele.eu/,https://twitter.com/hildebentele,https://www.facebook.com/hildegard.bentele.cdu/,,Germany,Group of the European People's Party (Christian Democrats),https://www.instagram.com/hildebentele/,https://data.europarl.europa.eu/person/197408
112748,Ms,Biljana,Borzan,,,female,Croatia,Osijek,1971-11-29^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/112748.jpg,mailto:biljana.borzan@europarl.europa.eu,https://biljanaborzan.eu/,https://twitter.com/BiljanaBorzan,,https://www.facebook.com/pages/Biljana-Borzan/478557245556978,Croatia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://data.europarl.europa.eu/person/112748
106936,Mr,Daniel,Freund,,,male,Germany,Aachen,1984-10-14^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/106936.jpg,mailto:daniel.freund@europarl.europa.eu,http://www.danielfreund.eu,https://twitter.com/daniel_freund,https://www.facebook.com/EuropaDaniel/,,Germany,Group of the Greens/European Free Alliance,https://www.instagram.com/europafreund/,https://data.europarl.europa.eu/person/106936
124700,Ms,Jana,Toom,,,female,Estonia,Tallinn,1966-10-15^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124700.jpg,mailto:jana.toom@europarl.europa.eu,http://yanatoom.ee/,https://twitter.com/yanatoom,,https://www.facebook.com/yanatoom.ee,Estonia,Renew Europe Group,,https://data.europarl.europa.eu/person/124700
124760,Mr,Nicolas,Bay,,,male,France,Saint-Germain-en-Laye,1977-12-21^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124760.jpg,mailto:nicolas.bay@europarl.europa.eu,,https://twitter.com/NicolasBay_,,https://www.facebook.com/NicolasBayFN/,France,European Conservatives and Reformists Group,,https://data.europarl.europa.eu/person/124760
197391,Ms,Heléne,Fritzon,,,female,Sweden,Kristianstad,1960-09-29^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197391.jpg,mailto:helene.fritzon@europarl.europa.eu,,https://x.com/fritzon_h,https://www.facebook.com/helenefritzonpolitiker/,,Sweden,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/politikerhelenefritzon/,https://data.europarl.europa.eu/person/197391
118859,Ms,Roberta,Metsola,,,female,Malta,St Julians,1979-01-18^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/118859.jpg,mailto:roberta.metsola@europarl.europa.eu,http://robertametsola.eu/,https://twitter.com/RobertaMetsola,https://www.facebook.com/roberta.metsola,,Malta,Group of the European People's Party (Christian Democrats),https://www.instagram.com/roberta.metsola/,https://data.europarl.europa.eu/person/118859
124713,Mr,Tomáš,Zdechovský,,,male,Czechia,Havlíčkův Brod,1979-11-02^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124713.jpg,mailto:tomas.zdechovsky@europarl.europa.eu,http://www.zdechovsky.eu/,https://twitter.com/TomasZdechovsky,https://www.facebook.com/tomaszdechovsky/,,Czechia,Group of the European People's Party (Christian Democrats),https://www.instagram.com/tomaszdechovsky/,https://data.europarl.europa.eu/person/124713
185771,Mr,Tom,Vandendriessche,,,male,Belgium,Leuven,1978-10-27^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/185771.jpg,mailto:tom.vandendriessche@europarl.europa.eu,https://www.tomvandendriessche.eu/,https://x.com/tomvandendriese?lang=de,https://www.facebook.com/TomVandendriesscheVB/,,Belgium,Patriots for Europe Group,https://www.instagram.com/tomvandendriesschevb/?hl=de,https://data.europarl.europa.eu/person/185771
122978,Ms,Alicia,Homs Ginel,,,female,Spain,Palma de Mallorca,1993-10-15^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/122978.jpg,mailto:alicia.homs@europarl.europa.eu,,https://www.x.com/aliciahoms,https://www.facebook.com/aliciahomsginel,,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/aliciahoms,https://data.europarl.europa.eu/person/122978
125104,Ms,Romana,Tomc,,,female,Slovenia,Ljubljana,1965-11-02^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/125104.jpg,mailto:romana.tomc@europarl.europa.eu,http://www.romanatomc.si,https://twitter.com/RomanaTomc,https://www.facebook.com/romana.tomc,,Slovenia,Group of the European People's Party (Christian Democrats),https://www.instagram.com/romanatomc/,https://data.europarl.europa.eu/person/125104
125046,Mr,Jonás,Fernández,,,male,Spain,Oviedo,1979-01-08^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/125046.jpg,mailto:jonas.fernandezalvarez@europarl.europa.eu,http://www.jonasfernandez.com/,https://twitter.com/jonasfernandez,,,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://data.europarl.europa.eu/person/125046
124884,Mr,Kosma,Złotowski,,,male,Poland,Bydgoszcz,1964-01-14^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124884.jpg,mailto:kosma.zlotowski@europarl.europa.eu,http://kosmazlotowski.eu/?utm_source=europarl,https://twitter.com/KosmaZlotowski,,https://www.facebook.com/kosmazlotowski,Poland,European Conservatives and Reformists Group,,https://data.europarl.europa.eu/person/124884
112744,Mr,Tonino,Picula,,,male,Croatia,Mali Lošinj,1961-08-31^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/112744.jpg,mailto:tonino.picula@europarl.europa.eu,http://toninopicula.com/,https://twitter.com/TPicula,https://www.facebook.com/PiculaTonino/,,Croatia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/tonino_picula/,https://data.europarl.europa.eu/person/112744
124850,Mr,Emil,Radev,Емил,Радев,male,Bulgaria,Varna,1971-05-26^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124850.jpg,mailto:emil.radev@europarl.europa.eu,,https://twitter.com/emil_radev,,,Bulgaria,Group of the European People's Party (Christian Democrats),,https://data.europarl.europa.eu/person/124850
124807,Mr,Jens,Gieseke,,,male,Germany,Lingen,1971-05-18^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124807.jpg,mailto:jens.gieseke@europarl.europa.eu,https://jens-gieseke.de/,,https://www.facebook.com/gieseke.europa,,Germany,Group of the European People's Party (Christian Democrats),https://www.instagram.com/jens.gieseke/,https://data.europarl.europa.eu/person/124807
124867,Mr,Brando,Benifei,,,male,Italy,La Spezia,1986-01-01^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124867.jpg,mailto:brando.benifei@europarl.europa.eu,http://www.brandobenifei.it/,https://twitter.com/brandobenifei,,https://www.facebook.com/benifeibrando,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/brandobenifei,https://data.europarl.europa.eu/person/124867
124691,Mr,Costas,Mavrides,Κώστας,Μαυρίδης,male,Cyprus,Kato Dhikomo,1962-05-27^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124691.jpg,mailto:costas.mavrides@europarl.europa.eu,,https://twitter.com/MavridesCostas,https://facebook.com/cmavrides/,,Cyprus,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/costas_mavrides/?igsh=bGRoY3hpeXo5cTBr&utm_source=qr,https://data.europarl.europa.eu/person/124691
124828,Mr,Fulvio,Martusciello,,,male,Italy,Napoli,1968-05-25^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124828.jpg,mailto:fulvio.martusciello@europarl.europa.eu,http://www.fulviomartusciello.com/,https://twitter.com/fulviomartuscie,https://www.facebook.com/MartuscielloFulvio,,Italy,Group of the European People's Party (Christian Democrats),,https://data.europarl.europa.eu/person/124828
125670,Mr,Massimiliano,Salini,,,male,Italy,Soresina (CR),1973-03-11^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/125670.jpg,mailto:massimiliano.salini@europarl.europa.eu,http://www.massimilianosalini.it/,https://twitter.com/MaxSalini,https://www.facebook.com/massimilianosalini.it,,Italy,Group of the European People's Party (Christian Democrats),https://www.instagram.com/massimilianosalini,https://data.europarl.europa.eu/person/125670
125065,Ms,Elissavet,Vozemberg-Vrionidi,Ελισσάβετ,Βόζεμπεργκ-Βρυωνίδη,female,Greece,Athina,1956-09-14^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/125065.jpg,mailto:elissavet.vozemberg@europarl.europa.eu,http://www.vozemberg.gr/,https://twitter.com/vozemberg,https://www.facebook.com/vozemberg,,Greece,Group of the European People's Party (Christian Democrats),https://www.instagram.com/vozemberg,https://data.europarl.europa.eu/person/125065
125068,Mr,Emmanouil,Kefalogiannis,Εμμανουήλ,Κεφαλογιάννης,male,Greece,Iraklio Kritis,,,https://www.europarl.europa.eu/mepphoto/125068.jpg,mailto:emmanouil.kefalogiannis@europarl.europa.eu,http://www.kefalogiannis.gr/,https://twitter.com/M_Kefalogiannis,https://www.facebook.com/Kefalogiannis.Man/,,Greece,Group of the European People's Party (Christian Democrats),https://www.instagram.com/kefalogiannis_manolis/,https://data.europarl.europa.eu/person/125068
131580,Mr,Jordan,Bardella,,,male,France,Drancy,1995-09-13^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/131580.jpg,mailto:jordan.bardella@europarl.europa.eu,,https://twitter.com/J_Bardella,,https://www.facebook.com/JordanBardella/,France,Patriots for Europe Group,https://www.instagram.com/jordanbardella/,https://data.europarl.europa.eu/person/131580
124799,Ms,Alessandra,Moretti,,,female,Italy,Vicenza,,,https://www.europarl.europa.eu/mepphoto/124799.jpg,mailto:alessandra.moretti@europarl.europa.eu,https://alessandramoretti.eu/,https://twitter.com/ale_moretti,,https://www.facebook.com/alessandramorettiPD,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://data.europarl.europa.eu/person/124799
124836,Ms,Maria,Noichl,,,female,Germany,Rosenheim,1967-01-09^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124836.jpg,mailto:maria.noichl@europarl.europa.eu,http://maria-noichl.eu/,https://x.com/MariaNoichl,,https://www.facebook.com/noichl.eu,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/mnoichlmdep/?hl=de,https://data.europarl.europa.eu/person/124836
123562,Mr,Charlie,Weimers,,,male,Sweden,HAMMARÖ,1982-11-12^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/123562.jpg,mailto:charlie.weimers@europarl.europa.eu,,https://twitter.com/weimers,https://www.facebook.com/charlie.weimers,,Sweden,European Conservatives and Reformists Group,https://www.instagram.com/weimers/,https://data.europarl.europa.eu/person/123562
197395,Ms,Alice,Kuhnke,,,female,Sweden,Malmö,1971-12-21^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197395.jpg,mailto:alice.kuhnke@europarl.europa.eu,,,,,Sweden,Group of the Greens/European Free Alliance,https://www.instagram.com/alicebahkuhnke/,https://data.europarl.europa.eu/person/197395
197398,Mr,Pär,Holmgren,,,male,Sweden,Gävle,1964-10-24^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197398.jpg,mailto:par.holmgren@europarl.europa.eu,,https://twitter.com/parholmgren,https://www.facebook.com/parholmgrenmp,,Sweden,Group of the Greens/European Free Alliance,,https://data.europarl.europa.eu/person/197398
124766,Mr,Petras,Auštrevičius,,,male,Lithuania,Vilnius,1963-05-16^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124766.jpg,mailto:petras.austrevicius@europarl.europa.eu,http://www.austrevicius.lt,https://twitter.com/petras_petras,https://www.facebook.com/PetroAustreviciausbiuras,,Lithuania,Renew Europe Group,https://www.instagram.com/austreviciuspetras/,https://data.europarl.europa.eu/person/124766
125042,Mr,Javi,López,,,male,Spain,Madrid,1985-11-11^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/125042.jpg,mailto:javi.lopez@europarl.europa.eu,http://javilopez.eu/,https://twitter.com/javilopezEU,,https://www.facebook.com/javi.lopez.fer,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/javilopezeu/,https://data.europarl.europa.eu/person/125042
190517,Mr,Martin,Schirdewan,,,male,Germany,Berlin,,,https://www.europarl.europa.eu/mepphoto/190517.jpg,mailto:martin.schirdewan@europarl.europa.eu,https://www.martin-schirdewan.eu/,,,,Germany,The Left group in the European Parliament - GUE/NGL,,https://data.europarl.europa.eu/person/190517
193292,Ms,Tilly,Metz,,,female,Luxembourg,Luxembourg,1967-05-26^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/193292.jpg,mailto:tilly.metz@europarl.europa.eu,https://tillymetz.lu/,https://twitter.com/MetzTilly,https://www.facebook.com/TillyMetzMEP/,,Luxembourg,Group of the Greens/European Free Alliance,https://www.instagram.com/metztilly/,https://data.europarl.europa.eu/person/193292
125001,Mr,Harald,Vilimsky,,,male,Austria,Wien,1966-07-22^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/125001.jpg,mailto:harald.vilimsky@europarl.europa.eu,https://www.fpoe.eu/,https://x.com/vilimsky,https://www.facebook.com/Vilimsky.Harald,,Austria,Patriots for Europe Group,https://www.instagram.com/haraldvilimsky/?igsh=MXNjamNxdWxrcDFuag%3D%3D&utm_source=qr,https://data.europarl.europa.eu/person/125001
189065,Ms,France,Jamet,,,female,France,Paris,1961-02-05^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/189065.jpg,mailto:france.jamet@europarl.europa.eu,https://francejamet.com/,https://twitter.com/francejamet,https://www.facebook.com/JametFrance/,,France,Patriots for Europe Group,,https://data.europarl.europa.eu/person/189065
185341,Ms,Željana,Zovko,,,female,Croatia,Mostar,,,https://www.europarl.europa.eu/mepphoto/185341.jpg,mailto:zeljana.zovko@europarl.europa.eu,http://www.zeljanazovko.eu/,https://twitter.com/ZovkoEU,https://www.facebook.com/zeljanazovko.eu,,Croatia,Group of the European People's Party (Christian Democrats),https://www.instagram.com/zovko.zeljana/,https://data.europarl.europa.eu/person/185341
125012,Mr,Daniel,Buda,,,male,Romania,Com. Românași,1970-01-11^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/125012.jpg,mailto:daniel.buda@europarl.europa.eu,http://www.danielbuda.ro/ro/primapagina/,https://twitter.com/MEPDanielBuda,https://www.facebook.com/MEPDanielBuda/,,Romania,Group of the European People's Party (Christian Democrats),https://www.instagram.com/danielbuda.eu/,https://data.europarl.europa.eu/person/125012
191693,Ms,Elsi,Katainen,,,female,Finland,Haapajärvi,1966-12-17^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/191693.jpg,mailto:elsi.katainen@europarl.europa.eu,http://www.elsikatainen.fi,https://www.twitter.com/elsikatainen,,https://www.facebook.com/ekatainen,Finland,Renew Europe Group,https://www.instagram.com/elsikatainen,https://data.europarl.europa.eu/person/191693
125093,Mr,Kostas,Papadakis,Κώστας,Παπαδάκης,male,Greece,Athina,1975-04-18^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/125093.jpg,mailto:kostas.papadakis@europarl.europa.eu,,,,,Greece,Non-attached Members,,https://data.europarl.europa.eu/person/125093
128483,Mr,Markus,Buchheit,,,male,Germany,Zweibrücken,,,https://www.europarl.europa.eu/mepphoto/128483.jpg,mailto:markus.buchheit@europarl.europa.eu,,,,,Germany,Europe of Sovereign Nations Group,,https://data.europarl.europa.eu/person/128483
124895,Mr,Krzysztof,Hetman,,,male,Poland,Lublin,,,https://www.europarl.europa.eu/mepphoto/124895.jpg,mailto:krzysztof.hetman@europarl.europa.eu,,https://x.com/Hetman_K,,,Poland,Group of the European People's Party (Christian Democrats),,https://data.europarl.europa.eu/person/124895
190713,Mr,Lukas,Mandl,,,male,Austria,Wien,1979-07-12^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/190713.jpg,mailto:lukas.mandl@europarl.europa.eu,http://www.lukasmandl.eu/,https://twitter.com/lukasmandl,https://www.facebook.com/lukasmandl.eu,,Austria,Group of the European People's Party (Christian Democrats),https://www.instagram.com/lukasmandl/,https://data.europarl.europa.eu/person/190713
197404,Ms,Jessica,Polfjärd,,,female,Sweden,Seoul,1971-05-27^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/197404.jpg,mailto:jessica.polfjard@europarl.europa.eu,,https://twitter.com/jessicapolfjard,,,Sweden,Group of the European People's Party (Christian Democrats),https://www.instagram.com/polfjard/,https://data.europarl.europa.eu/person/197404
124893,Mr,Bogdan Andrzej,Zdrojewski,,,male,Poland,Kłodzko,1957-05-18^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124893.jpg,mailto:bogdan.zdrojewski@europarl.europa.eu,http://www.zdrojewski.info,https://x.com/BZdrojewski,,,Poland,Group of the European People's Party (Christian Democrats),https://www.instagram.com/bogdan_zdrojewski/,https://data.europarl.europa.eu/person/124893
124736,Ms,Merja,Kyllönen,,,female,Finland,Suomussalmi,1977-01-25^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124736.jpg,mailto:merja.kyllonen@europarl.europa.eu,,,,,Finland,The Left group in the European Parliament - GUE/NGL,,https://data.europarl.europa.eu/person/124736
124858,Mr,Fabio,De Masi,,,male,Germany,Groß-Gerau,1980-03-07^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124858.jpg,mailto:fabio.demasi@europarl.europa.eu,https://www.fabio-de-masi.de/,https://twitter.com/Fabiodemasi,https://www.facebook.com/fabio.d.masi,,Germany,Non-attached Members,https://www.instagram.com/fabio.d.masi/,https://data.europarl.europa.eu/person/124858
124813,Mr,Dario,Tamburrano,,,male,Italy,Roma,1969-08-27^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124813.jpg,mailto:dario.tamburrano@europarl.europa.eu,,,,,Italy,The Left group in the European Parliament - GUE/NGL,,https://data.europarl.europa.eu/person/124813
124834,Mr,Martin,Sonneborn,,,male,Germany,Göttingen,,,https://www.europarl.europa.eu/mepphoto/124834.jpg,mailto:martin.sonneborn@europarl.europa.eu,https://martinsonneborn.de,https://twitter.com/MartinSonneborn,https://www.facebook.com/Martin-Sonneborn-178442508884215,,Germany,Non-attached Members,https://www.instagram.com/martinhsonneborn/?hl=de,https://data.europarl.europa.eu/person/124834
119435,Mr,Davor Ivo,Stier,,,male,Croatia,Buenos Aires,1972-01-06^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/119435.jpg,mailto:davorivo.stier@europarl.europa.eu,,,,,Croatia,Group of the European People's Party (Christian Democrats),https://www.instagram.com/davor_ivo_stier/,https://data.europarl.europa.eu/person/119435
125052,Mr,Juan Carlos,Girauta Vidal,,,male,Spain,Barcelona,1961-03-12^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/125052.jpg,mailto:juancarlos.girautavidal@europarl.europa.eu,,,,,Spain,Patriots for Europe Group,,https://data.europarl.europa.eu/person/125052
124875,Mr,Anders,Vistisen,,,male,Denmark,Viborg,1987-11-12^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/124875.jpg,mailto:anders.vistisen@europarl.europa.eu,https://andersvistisen.dk/,https://twitter.com/andersvistisen,https://www.facebook.com/AndersVistisenDF,,Denmark,Patriots for Europe Group,https://www.instagram.com/avistisen,https://data.europarl.europa.eu/person/124875
112747,Ms,Romana,Jerković,,,female,Croatia,Split,1964-11-28^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/112747.jpg,mailto:romana.jerkovic@europarl.europa.eu,,https://twitter.com/JerkovicRomana,https://www.facebook.com/JerkovicRomana,,Croatia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/romanajerkovicmep/,https://data.europarl.europa.eu/person/112747
